iter	MAE	RMSE
121	0.1599049713	0.2067386178
122	0.1598865287	0.2067063872
123	0.1598725968	0.2066468799
124	0.1598328993	0.2066121148
125	0.1597837762	0.2065619521
126	0.1597450142	0.2065266834
127	0.1597162718	0.2065019082
128	0.1596946472	0.2064451949
129	0.1596345951	0.2063804594
130	0.1596048092	0.2063357296
131	0.1595804746	0.2062876372
132	0.1595454665	0.2062353704
133	0.1595361852	0.2061924608
134	0.1595078129	0.2061415537
135	0.1594693309	0.2061034645
136	0.1594194266	0.2060496899
137	0.1593795058	0.2060095677
138	0.1593224819	0.2059432621
139	0.1592968277	0.2058955745
140	0.1592689853	0.2058565009
141	0.1592451124	0.205813209
142	0.1592051496	0.2057609938
143	0.1591800221	0.2057116469
144	0.1591154336	0.2056446341
145	0.1590756486	0.205573707
146	0.1590225852	0.2054899587
147	0.1589787757	0.2054296644
148	0.1589509129	0.2053805471
149	0.1588955743	0.2053132866
150	0.1588705025	0.2052573766
151	0.1588419741	0.2051988922
152	0.1588180597	0.2051468509
153	0.1587531404	0.2050776561
154	0.1587101666	0.2050105191
155	0.1586649038	0.2049586484
156	0.1586321542	0.2049022523
157	0.1586114903	0.2048614564
158	0.1585758632	0.204815406
159	0.158557391	0.20478943
160	0.1584987067	0.2047241311
161	0.1584516324	0.2046662324
162	0.1584059539	0.2046163519
163	0.1583717226	0.2045707417
164	0.1583364026	0.2045223915
165	0.1582639315	0.2044565378
166	0.1581975773	0.2043889045
167	0.1581306824	0.2043058452
168	0.1580778924	0.2042488632
169	0.1580534719	0.2042025714
170	0.1580257339	0.2041350425
171	0.1579874542	0.2040845608
172	0.1579535651	0.204048256
173	0.1579167686	0.2039910071
174	0.1578935702	0.2039376895
175	0.1578532672	0.2038869817
176	0.1578210186	0.2038389365
177	0.1577701464	0.203783527
178	0.1577389823	0.2037292301
179	0.1577198512	0.2036860945
180	0.1576755529	0.2036251308
181	0.1576226018	0.203554543
182	0.1575970804	0.2035143447
183	0.1575592084	0.2034632116
184	0.1575309235	0.2034252646
185	0.1575115102	0.2033551494
186	0.1574648001	0.2032851266
187	0.1574137837	0.2032286242
188	0.1573509625	0.2031489695
189	0.1573156866	0.2030688963
190	0.1572742263	0.2030104669
191	0.1572265269	0.2029519503
192	0.1571716492	0.2028900744
193	0.1571212421	0.2028232988
194	0.1570952278	0.2027783418
195	0.1570511189	0.2027271148
196	0.1569939628	0.202663952
197	0.156948543	0.2026146137
198	0.1569092719	0.2025737877
199	0.1568535268	0.2025027623
200	0.1568000035	0.2024371143
201	0.1567599451	0.2023845602
202	0.1567148992	0.2023396668
203	0.1566868569	0.202300424
204	0.1566337791	0.2022452894
205	0.1565802176	0.2021746278
206	0.1565393546	0.2021203805
207	0.1565024524	0.2020703388
208	0.1564536732	0.2019994791
209	0.1564282483	0.2019667284
210	0.1563836988	0.201914794
211	0.1563447709	0.2018674443
212	0.1563010198	0.2018217841
213	0.1562346339	0.201741115
214	0.1561966193	0.201689221
215	0.1561536348	0.2016436075
216	0.1561402703	0.2015851474
217	0.1561031966	0.2015371753
218	0.1560791289	0.2015062531
219	0.1560536888	0.2014657489
220	0.1560129491	0.2014166966
221	0.1559876816	0.2013743312
222	0.1559343141	0.2013210271
223	0.1558873588	0.2012580344
224	0.1558660002	0.2012062173
225	0.1558161807	0.2011410253
226	0.1557827409	0.201106074
227	0.155716301	0.2010429053
228	0.1556891586	0.2009972206
229	0.1556507888	0.2009553554
230	0.1555656448	0.2008774586
231	0.1555406349	0.2008370405
232	0.1554991933	0.2007754537
233	0.1554793332	0.2007380236
234	0.1554466863	0.2006973412
235	0.1554205498	0.2006677685
236	0.1553801946	0.200605622
237	0.1553488793	0.2005553459
238	0.1553239286	0.2005290273
239	0.1552587561	0.2004605796
240	0.1552202911	0.2004149943
241	0.1551914233	0.200370948
242	0.1551216587	0.2003014058
243	0.1550801175	0.2002434913
244	0.1550546957	0.2001974484
245	0.1550307044	0.2001527303
246	0.1549971122	0.2001098595
247	0.1549401534	0.2000461041
248	0.1549266359	0.2000200834
249	0.1549115772	0.1999997352
250	0.1548645588	0.199936047
251	0.154861015	0.1999113778
252	0.1548459839	0.1998890625
253	0.1547822927	0.1998241901
254	0.154743644	0.1997862075
255	0.1546730843	0.1997130882
256	0.1546503279	0.199666862
257	0.1546219605	0.1996313371
258	0.1545718222	0.1995550365
259	0.1545236812	0.1994938084
260	0.1545129598	0.1994617525
261	0.154477992	0.1994157918
262	0.1544527906	0.1993849306
263	0.1544256214	0.199348632
264	0.154407913	0.1993088895
265	0.1543716745	0.1992663556
266	0.154341189	0.1992173999
267	0.1543056941	0.1991926471
268	0.1542761145	0.1991428993
269	0.1542404658	0.1990791229
270	0.1542099831	0.1990260911
271	0.1541704984	0.1989786121
272	0.1541434075	0.1989454846
273	0.1541066817	0.1988819364
274	0.1540736331	0.1988369365
275	0.1540344024	0.1987822919
276	0.1540116227	0.1987477054
277	0.1539939535	0.198715356
278	0.1539515743	0.1986659611
279	0.153913076	0.1986287291
280	0.1538689294	0.1985683189
281	0.1538420609	0.1985247339
282	0.1538245715	0.198496615
283	0.1537958667	0.1984582853
284	0.1537784991	0.198443052
285	0.153745322	0.1983883481
286	0.1537062718	0.1983452425
287	0.1536801048	0.1983174712
288	0.1536572068	0.1982918944
289	0.1536314427	0.1982569571
290	0.1535774039	0.1982018073
291	0.1535427811	0.1981521497
292	0.1535225988	0.198107819
293	0.1534963442	0.1980522451
294	0.1534637971	0.1980068516
295	0.1534096918	0.1979362023
296	0.1533666312	0.1978835476
297	0.1533422402	0.1978456371
298	0.1533384109	0.1978236304
299	0.1533187356	0.1977960325
300	0.1532822815	0.1977634778
301	0.1532465742	0.1977155937
302	0.1532118742	0.1976723746
303	0.1531747047	0.1976157094
304	0.153148467	0.1975778114
305	0.1530941781	0.1975147659
306	0.1530690859	0.1974831187
307	0.1530384465	0.1974475466
308	0.1529909894	0.1973905097
309	0.1529716402	0.1973580473
310	0.1529560888	0.1973363636
311	0.1529372304	0.1973100562
312	0.1528964891	0.1972449557
313	0.152857467	0.1972114946
314	0.1528548489	0.1971936873
315	0.1528098725	0.1971495385
316	0.152794194	0.1971221426
317	0.1527447908	0.1970668906
318	0.1527242396	0.1970263521
319	0.1526997423	0.1969904807
320	0.1526542838	0.1969367496
321	0.1526172094	0.1968892467
322	0.1525935003	0.196855972
323	0.152527025	0.1967902137
324	0.1525187831	0.19676179
325	0.1524948523	0.1967242449
326	0.1524853939	0.1967110034
327	0.1524457576	0.1966654713
328	0.1524159235	0.1966309919
329	0.1523989241	0.1965915673
330	0.1523517815	0.196534072
331	0.1523279962	0.1964991125
332	0.1522967717	0.1964507983
333	0.1522829321	0.1964339227
334	0.152266546	0.1964009445
335	0.1522306142	0.1963494567
336	0.1522051344	0.19630158
337	0.1521947126	0.1962723173
338	0.1521525795	0.1962248693
339	0.1521194943	0.1961764709
340	0.1521007309	0.196135196
341	0.1520638423	0.1960908823
342	0.1520286993	0.1960375893
343	0.152007224	0.196002993
344	0.1519612094	0.195947602
345	0.1519181222	0.1958945851
346	0.1518815575	0.1958509576
347	0.1518480266	0.1958022937
348	0.1518399048	0.1957855545
349	0.1517915677	0.1957279295
350	0.1517681622	0.1956976161
351	0.1517343206	0.1956612538
352	0.15169185	0.1956063361
353	0.1516540519	0.1955589169
354	0.1516183603	0.1955131671
355	0.151583812	0.1954748569
356	0.1515604925	0.1954397011
357	0.1515179817	0.1953880945
358	0.1515036114	0.1953652261
359	0.15148312	0.1953359929
360	0.1514498812	0.1952837883
361	0.1514115836	0.195234775
362	0.1513853807	0.1951947713
363	0.1513591274	0.1951640018
364	0.1513282914	0.1951146725
365	0.1513123178	0.1950936051
366	0.1512919326	0.1950571182
367	0.1512472471	0.1950114691
368	0.1512130362	0.1949730632
369	0.1511801407	0.1949301124
370	0.151145216	0.194881255
371	0.1511094098	0.1948370682
372	0.1511012983	0.1948122587
373	0.1510641381	0.1947714093
374	0.1510451572	0.1947454292
375	0.1510155632	0.1947071052
376	0.1510051705	0.1946715135
377	0.1509603386	0.1946257463
378	0.1509367559	0.1945844961
379	0.1509216217	0.1945633147
380	0.150886849	0.1945221098
381	0.1508271793	0.194453937
382	0.1507988831	0.1944166281
383	0.1507619195	0.1943791614
384	0.150732625	0.1943358973
385	0.1507033035	0.1942978181
386	0.1506573888	0.1942459304
387	0.1506293928	0.194214882
388	0.150594659	0.194167611
389	0.1505736115	0.1941356368
390	0.150524408	0.1940904732
391	0.1504944868	0.1940554837
392	0.1504768805	0.194021053
393	0.1504481188	0.1939742623
394	0.1504079793	0.1939314546
395	0.1503834338	0.1939041283
396	0.150356442	0.1938739418
397	0.1503233373	0.1938267804
398	0.1502780186	0.1937698205
399	0.1502471492	0.1937341171
400	0.1501991604	0.1936877156
401	0.1501779532	0.1936566526
402	0.1501409426	0.1936128173
403	0.1501074252	0.1935768694
404	0.1500975132	0.1935605754
405	0.1500792467	0.1935281151
406	0.150050809	0.1934942803
407	0.150009639	0.1934436718
408	0.1499494721	0.1933782913
409	0.1499141654	0.1933339704
410	0.1498932086	0.193307392
411	0.1498707089	0.1932773312
412	0.1498435159	0.1932408333
413	0.1497993508	0.1932015292
414	0.1497717046	0.1931657235
415	0.1497262636	0.1931179309
416	0.1497086982	0.193096095
417	0.1496880241	0.193071313
418	0.1496526908	0.1930361193
419	0.1496336221	0.1929970109
420	0.1496109251	0.1929713675
421	0.149581976	0.1929282171
422	0.1495673145	0.1929047352
423	0.149536807	0.1928720027
424	0.1495056485	0.1928307337
425	0.1494708945	0.1927861543
426	0.1494402164	0.1927478543
427	0.1494145875	0.1927090299
428	0.1493829096	0.1926550858
429	0.1493678479	0.192630766
430	0.1493322348	0.1925950261
431	0.1493050611	0.1925599698
432	0.1492876072	0.1925292258
433	0.1492634792	0.1924834524
434	0.1492510267	0.1924591211
435	0.1492225392	0.1924245772
436	0.1492028525	0.192397506
437	0.1491710161	0.1923597655
438	0.149147961	0.1923306701
439	0.1491053157	0.1922816362
440	0.1490730081	0.192235643
441	0.1490468913	0.192201851
442	0.1490111043	0.1921594073
443	0.1489588225	0.1920953718
444	0.1489301111	0.1920586963
445	0.1489232354	0.1920343209
446	0.1488988341	0.1919956579
447	0.1488803098	0.1919684718
448	0.1488519445	0.191927382
449	0.1488326489	0.1919005582
450	0.1488025983	0.1918541384
451	0.148783687	0.1918256209
452	0.1487580216	0.1918002524
453	0.1487377524	0.1917722616
454	0.1487120501	0.1917363004
455	0.1486872919	0.1916983609
456	0.1486502119	0.1916584047
457	0.148621501	0.1916234554
458	0.1485951031	0.1915910459
459	0.1485753152	0.1915701175
460	0.1485399431	0.1915209198
461	0.1485130611	0.1914786194
462	0.1484972952	0.1914550039
463	0.148471736	0.1914191673
464	0.1484330061	0.1913764769
465	0.1484144675	0.1913498427
466	0.14840489	0.1913374759
467	0.1483877001	0.1913115343
468	0.1483649242	0.1912803948
469	0.1483398428	0.1912470493
470	0.1483065728	0.191201265
471	0.1482856463	0.1911748029
472	0.148271369	0.1911485485
473	0.1482542098	0.1911209894
474	0.1482271711	0.1910843671
475	0.1482024015	0.1910512507
476	0.1481691084	0.191020558
477	0.1481379446	0.1909931938
478	0.1480956393	0.1909391704
479	0.1480788278	0.190909542
480	0.1480506968	0.1908752354
481	0.1480162967	0.1908292267
482	0.1479986347	0.190806457
483	0.1479707168	0.1907645808
484	0.1479301876	0.1907170441
485	0.1478974962	0.1906767941
486	0.1478811953	0.1906588996
487	0.1478524407	0.1906275741
488	0.1478279569	0.1905953291
489	0.1478065864	0.1905654107
490	0.1477849171	0.1905301386
491	0.1477611373	0.1904912527
492	0.1477492892	0.1904358774
493	0.1477292603	0.1904164272
494	0.1477024984	0.1903859531
495	0.1476725847	0.1903477426
496	0.1476538878	0.1903207807
497	0.1476223206	0.1902796144
498	0.1475883904	0.1902363817
499	0.147575264	0.1902115678
500	0.1475457077	0.1901759008
501	0.1475348725	0.1901562429
502	0.1475209886	0.1901239977
503	0.1474826569	0.1900842478
504	0.147448339	0.1900475345
505	0.1474368803	0.1900318875
506	0.1474019278	0.1899757531
507	0.1473806572	0.1899468656
508	0.1473610778	0.1899188456
509	0.1473214706	0.1898729876
510	0.147305115	0.1898509298
511	0.1472849909	0.1898241286
512	0.1472566034	0.1897880604
513	0.147222934	0.1897495801
514	0.1471954676	0.1897021283
515	0.1471687737	0.1896641702
516	0.1471401541	0.1896368821
517	0.1471286956	0.1896215314
518	0.1470974845	0.1895787987
519	0.1470625384	0.1895307055
520	0.1470394585	0.1894894222
521	0.1470167368	0.18946407
522	0.1469965136	0.1894331039
523	0.1469773389	0.189409903
524	0.1469526346	0.189356798
525	0.1469264027	0.1893287181
526	0.1468949249	0.1892999386
527	0.1468796411	0.1892798685
528	0.1468543941	0.18925182
529	0.1468206926	0.1892157787
530	0.1468135241	0.1891995937
531	0.1467757686	0.1891601607
532	0.1467470049	0.1891231624
533	0.1467197672	0.1890886829
534	0.1466942983	0.1890500121
535	0.1466723894	0.1890151945
536	0.1466437463	0.1889725217
537	0.1466209171	0.1889413661
538	0.1465907321	0.1889130729
539	0.1465626397	0.1888843889
540	0.1465441387	0.1888641813
541	0.1465152128	0.1888364824
542	0.1465025141	0.1888186272
543	0.1464727223	0.1887851744
544	0.146453959	0.1887560213
545	0.1464296801	0.1887320048
546	0.1463933808	0.1886915486
547	0.1463708117	0.1886588851
548	0.1463521102	0.1886355317
549	0.1463239787	0.1886015699
550	0.1463074699	0.1885789029
551	0.146278258	0.1885468931
552	0.1462504396	0.1885196433
553	0.1462200726	0.1884854478
554	0.1461863523	0.1884385875
555	0.1461661021	0.1883967697
556	0.1461477805	0.1883698671
557	0.1461205471	0.1883253608
558	0.1460951367	0.1882915215
559	0.1460694621	0.1882596237
560	0.1460440857	0.1882218897
561	0.1460158161	0.1881888379
562	0.1459974845	0.1881657415
563	0.1459663663	0.1881252917
564	0.1459374853	0.1880929046
565	0.1459156209	0.1880613861
566	0.1458833902	0.1880201031
567	0.1458657324	0.1879996196
568	0.1458408561	0.1879689447
569	0.1458178304	0.1879395975
570	0.1457967494	0.1879109296
571	0.1457693004	0.1878791429
572	0.1457387053	0.1878418727
573	0.1457199906	0.1878153837
574	0.1456991346	0.1877897146
575	0.1456804676	0.1877633261
576	0.1456569829	0.1877348061
577	0.1456351192	0.1876922553
578	0.1456133089	0.1876527844
579	0.1455893491	0.1876246543
580	0.1455780618	0.1876073301
581	0.1455434804	0.18756335
582	0.14554036	0.1875599733
583	0.1455058784	0.1875193982
584	0.1454819854	0.1874898734
585	0.1454499175	0.1874420239
586	0.1454275869	0.1874170889
587	0.1454056082	0.1873857635
588	0.1453660272	0.1873462259
589	0.1453344356	0.1873065115
590	0.1453126122	0.1872724529
591	0.1452834855	0.1872344529
592	0.1452560522	0.1871963015
593	0.1452422223	0.1871698769
594	0.1452097431	0.1871243919
595	0.1451820581	0.1870920015
596	0.1451573739	0.1870615084
597	0.1451412331	0.1870441179
598	0.1451137961	0.1870115154
599	0.1450846803	0.1869801678
600	0.145072533	0.1869617535
601	0.1450524567	0.1869309935
602	0.1450182714	0.1869005023
603	0.1449861822	0.1868640084
604	0.1449561638	0.1868133655
605	0.1449330085	0.1867851572
606	0.1449160421	0.1867694206
607	0.1448911183	0.1867418019
608	0.144877384	0.186722644
609	0.1448597405	0.1866992083
610	0.1448348178	0.186666199
611	0.1448103886	0.1866389535
612	0.1447942906	0.1866129001
613	0.1447607562	0.1865812078
614	0.144736537	0.1865510874
615	0.1447007774	0.1865158859
616	0.1446731959	0.1864831796
617	0.1446460215	0.1864414175
618	0.1446184059	0.1864062465
619	0.1445967302	0.1863824203
620	0.1445718391	0.1863557598
621	0.1445491542	0.1863283186
622	0.1445350232	0.1863027448
623	0.1445174748	0.186281191
624	0.1444845427	0.1862459648
625	0.1444676155	0.1862300621
626	0.144447274	0.1862051369
627	0.1444275458	0.1861774108
628	0.1444131275	0.1861590086
629	0.1443838682	0.1861237955
630	0.1443518785	0.1860784273
631	0.14432492	0.1860400053
632	0.1443097008	0.1860180315
633	0.1442798207	0.1859825464
634	0.1442622082	0.1859608264
635	0.1442423518	0.1859369647
636	0.1442191008	0.1859076913
637	0.1441924188	0.1858685114
638	0.1441664198	0.1858435511
639	0.1441435503	0.1858182948
640	0.1441205674	0.1857844638
641	0.1440877177	0.1857418326
642	0.1440651453	0.1857128936
643	0.1440466137	0.1856905948
644	0.1440289353	0.1856582572
645	0.1440238575	0.1856499672
646	0.14400126	0.185623051
647	0.1439849065	0.185599487
648	0.1439555205	0.1855584086
649	0.1439359641	0.1855198298
650	0.1439126074	0.1854874401
651	0.1438823056	0.1854493803
652	0.1438709982	0.1854282364
653	0.1438498835	0.1853965914
654	0.1438243566	0.1853614247
655	0.1437977444	0.1853247447
656	0.1437688313	0.1852855628
657	0.1437478108	0.1852593088
658	0.1437107806	0.1852084215
659	0.1436904112	0.1851865286
660	0.1436700484	0.1851562778
661	0.143632801	0.1851131343
662	0.1436203357	0.1850995675
663	0.1436034557	0.1850792578
664	0.1435830079	0.1850559043
665	0.1435488824	0.1850145509
666	0.143519999	0.1849873354
667	0.1434972538	0.1849575483
668	0.1434830567	0.1849358113
669	0.1434577433	0.184900058
670	0.1434276454	0.1848635177
671	0.1434085478	0.1848407773
672	0.1433831512	0.1848030599
673	0.143356278	0.1847654976
674	0.1433302277	0.1847289818
675	0.1433170483	0.1846931374
676	0.143303659	0.1846798636
677	0.1432823071	0.1846595104
678	0.1432599601	0.184631351
679	0.1432389811	0.1845965917
680	0.1432239182	0.1845757321
681	0.143208571	0.1845544613
682	0.143189475	0.1845263822
683	0.1431617391	0.1844939752
684	0.1431317886	0.1844523166
685	0.143102258	0.1844183931
686	0.1430798219	0.1843901391
687	0.1430595337	0.184368801
688	0.1430527552	0.1843550249
689	0.1430176785	0.1843113602
690	0.142994239	0.184279003
691	0.1429786245	0.1842590793
692	0.142951805	0.184232142
693	0.1429300429	0.1842016626
694	0.1428903287	0.184150388
695	0.142871684	0.1841314371
696	0.1428512368	0.18410309
697	0.1428230644	0.1840756709
698	0.1428027563	0.1840477591
699	0.1427644208	0.184011191
700	0.1427312966	0.1839751218
701	0.1426978381	0.1839285276
702	0.1426708685	0.1838836543
703	0.1426328036	0.1838431046
704	0.1426107975	0.1838107066
705	0.1425857728	0.1837866247
706	0.1425561942	0.1837573997
707	0.1425428769	0.1837312661
708	0.1425163624	0.18370416
709	0.1425015765	0.1836856971
710	0.1424775566	0.1836569036
711	0.1424640074	0.1836420299
712	0.1424412824	0.1836191078
713	0.1424169875	0.1835843951
714	0.1423966266	0.1835554909
715	0.1423593795	0.1835076074
716	0.1423227725	0.1834678466
717	0.1422975165	0.1834438981
718	0.1422722106	0.1834132405
719	0.1422531909	0.1833885033
720	0.1422263508	0.1833485239
721	0.142200239	0.1833138382
722	0.1421714845	0.1832778414
723	0.14214527	0.1832381803
724	0.1421129035	0.1831998515
725	0.1420923095	0.1831720991
726	0.1420738258	0.1831440731
727	0.1420586297	0.1831240144
728	0.1420334525	0.1830883657
729	0.1420178429	0.1830660575
730	0.1419847509	0.1830265598
731	0.1419576478	0.1829925734
732	0.1419281132	0.1829516226
733	0.1419135303	0.1829291032
734	0.1418846753	0.1828911189
735	0.1418535609	0.1828557191
736	0.1418203208	0.1828234528
737	0.1418038289	0.1828033301
738	0.1417740628	0.1827642713
739	0.1417495689	0.182735711
740	0.1417297687	0.1827094065
741	0.1417068562	0.182681564
742	0.141690964	0.1826612799
743	0.1416435187	0.1826069167
744	0.1416187928	0.1825770764
745	0.1416062749	0.1825625653
746	0.1415849668	0.1825381776
747	0.1415671819	0.1825148525
748	0.1415440937	0.1824917464
749	0.1415151459	0.1824594496
750	0.1415015395	0.1824417656
751	0.1414722928	0.1824027675
752	0.1414511167	0.1823764033
753	0.1414257537	0.1823523951
754	0.141414633	0.1823335527
755	0.1413908453	0.1823024193
756	0.1413698063	0.1822797691
757	0.1413506871	0.1822598613
758	0.1413321686	0.1822339387
759	0.1413051339	0.1821975564
760	0.1412810044	0.1821648155
761	0.1412674143	0.1821444709
762	0.1412550265	0.1821236739
763	0.1412322627	0.1820944258
764	0.141219043	0.1820522187
765	0.1412016293	0.1820333455
766	0.1411900165	0.1820118175
767	0.1411545022	0.1819646488
768	0.1411264489	0.1819344758
769	0.1411130717	0.1819172806
770	0.1410998686	0.1818996513
771	0.141086459	0.1818802841
772	0.1410772174	0.181854993
773	0.1410784956	0.1818493852
774	0.1410670074	0.1818333514
775	0.1410374706	0.1818074116
776	0.1410093929	0.1817737598
777	0.1409883216	0.1817489248
778	0.1409612192	0.181716161
779	0.1409388305	0.1816879527
780	0.1409196884	0.1816616001
781	0.1408959193	0.1816319173
782	0.1408769888	0.1815968138
783	0.1408576661	0.1815775198
784	0.140838755	0.1815530188
785	0.1408238618	0.1815306362
786	0.1408002921	0.181500232
787	0.1407853945	0.1814831523
788	0.1407684171	0.181464388
789	0.1407463748	0.1814295992
790	0.1407109446	0.1813824962
791	0.1406881644	0.1813520701
792	0.1406617058	0.1813166932
793	0.1406449487	0.1812905245
794	0.1406210139	0.1812634555
795	0.1406039021	0.1812425886
796	0.1405858884	0.1812168228
797	0.140565797	0.1811940702
798	0.14054921	0.1811705351
799	0.140527037	0.1811347301
800	0.1405132902	0.1811120339
801	0.140489951	0.1810831331
802	0.1404667953	0.181051394
803	0.1404347854	0.1810141269
804	0.1404092942	0.1809858198
805	0.1403904152	0.1809638099
806	0.1403667481	0.1809288343
807	0.1403375354	0.1809007648
808	0.1403199849	0.180880547
809	0.1402993212	0.1808583932
810	0.1402709744	0.1808295779
811	0.1402478028	0.1807990466
812	0.1402200649	0.1807662181
813	0.1401918894	0.1807296511
814	0.1401733833	0.1807094919
815	0.1401552789	0.1806878499
816	0.1401453607	0.1806678607
817	0.1401189963	0.1806385272
818	0.1401021937	0.1806143284
819	0.1400789099	0.1805755689
820	0.1400587135	0.1805499452
821	0.1400284955	0.1805085162
822	0.1399990051	0.180468927
823	0.1399894503	0.1804554305
824	0.1399637279	0.1804123828
825	0.139937716	0.1803901568
826	0.1399027122	0.1803479747
827	0.1398833111	0.1803233228
828	0.1398593593	0.1802995614
829	0.1398411314	0.1802801259
830	0.1398193296	0.1802540606
831	0.1397841189	0.1802092215
832	0.1397464035	0.1801535828
833	0.1397282168	0.1801286873
834	0.1397248446	0.1801148663
835	0.1397062976	0.1800930907
836	0.1396900315	0.1800724617
837	0.1396658516	0.1800544634
838	0.1396470027	0.1800327962
839	0.1396264623	0.1800119669
840	0.1396048958	0.1799891905
841	0.1395860264	0.1799640868
842	0.1395581374	0.1799345159
843	0.1395281804	0.1798939689
844	0.1395167632	0.1798756822
845	0.1394974775	0.1798555201
846	0.1394806162	0.1798285909
847	0.1394659632	0.1798061678
848	0.1394463284	0.1797732814
849	0.1394284177	0.1797503789
850	0.1394164129	0.1797317182
851	0.1394030987	0.1797110867
852	0.1393737922	0.1796790432
853	0.1393353206	0.1796372007
854	0.139322439	0.1796157887
855	0.1393028522	0.1795938674
856	0.1392714021	0.179562252
857	0.1392493769	0.1795380088
858	0.1392260554	0.1795071293
859	0.1392075981	0.1794863402
860	0.1391896408	0.1794605591
861	0.1391714157	0.1794303606
862	0.13914897	0.1794028388
863	0.1391322054	0.1793805482
864	0.1391175199	0.1793671611
865	0.1390904671	0.1793325292
866	0.139058429	0.1792949665
867	0.1390445739	0.1792800499
868	0.1390226411	0.1792530497
869	0.139001301	0.1792300473
870	0.1389623249	0.1791878145
871	0.1389333013	0.1791509187
872	0.1389212637	0.179138767
873	0.1389004357	0.1791119659
874	0.1388828846	0.1790892187
875	0.1388630538	0.179056477
876	0.1388331689	0.1790218656
877	0.1388242621	0.1790076731
878	0.1388083238	0.1789875455
879	0.1387833112	0.1789576296
880	0.1387633852	0.1789296326
881	0.138753041	0.1789153451
882	0.1387348755	0.1788928132
883	0.1387235677	0.178874421
